id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
48097605,Home in New Orleans · ★4.90 · 3 bedrooms · 3 beds · 2 baths,249417794,Anjelica,,Whitney,29.95235,-90.04036,Entire home/apt,200,2,49,2023-11-25,2.06,2,229,19,"21-RSTR-14838, 21OSTR14838"
48105205,Boutique hotel in New Orleans · ★4.62 · 1 bedroom · 1 private bath,342206187,Magnolia Hotel,,Central Business District,29.95102,-90.06853,Private room,135,30,29,2023-09-17,0.87,13,195,14,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
48107124,Guest suite in New Orleans · ★4.73 · 1 bedroom · 1 bed · 1 bath,89360763,Jodie,,City Park,29.98184,-90.09171,Entire home/apt,60,2,11,2023-08-13,0.35,1,0,1,"22-RSTR-04962, 22-OSTR-04959"
48108321,Cottage in New Orleans · 3 bedrooms · 3 beds · 2.5 baths,387940300,Sam,,Mid-City,29.96399,-90.09857,Entire home/apt,1000,2,0,,,1,0,0,"19STR-17671, 19-OSTR-1998"
48110487,Home in New Orleans · ★4.95 · 2 bedrooms · 2 beds · 1 bath,24500785,Rik,,St. Roch,29.97646,-90.05507,Entire home/apt,154,2,97,2023-10-29,2.96,1,85,17,"22-RSTR-14259, 22-OSTR-14261"
48132424,Townhouse in New Orleans · ★4.98 · 1 bedroom · 1 bed · 1 bath,239169882,Michael,,Leonidas,29.96077,-90.11932,Entire home/apt,77,30,148,2023-07-28,4.35,2,206,32,"20-RSTR-33826, 22-OSTR-11409"
48132620,Home in New Orleans · ★5.0 · 5 bedrooms · 5 beds · 3 baths,20627474,Kurt,,Irish Channel,29.91941,-90.08497,Entire home/apt,649,3,19,2023-11-26,0.76,6,297,8,"21-CSTR-03984, 22-OSTR-00198"
48135374,Condo in New Orleans · ★4.87 · 1 bedroom · 1 bed · 1 bath,380578336,Michelle,,Central Business District,29.95108,-90.07169,Entire home/apt,145,2,94,2023-11-12,2.83,2,125,27,"23-CSTR-09262, 20-OSTR-33262"
48143341,Home in New Orleans · ★4.76 · 4 bedrooms · 5 beds · 1.5 baths,112910785,Marigny,,Marigny,29.96707,-90.05836,Entire home/apt,188,3,84,2023-11-27,2.49,76,244,33,"22-CSTR-13818, 22-OSTR-11286"
48148498,Home in New Orleans · ★4.85 · 4 bedrooms · 4 beds · 4.5 baths,4871580,Matthew,,Central City,29.94034,-90.07282,Entire home/apt,442,3,54,2023-11-13,1.74,2,308,13,"21RSTR-43764, 21OSTR-76321"
48155720,Home in New Orleans · ★4.59 · 3 bedrooms · 3 beds · 2 baths,10468589,Ann,,St. Roch,29.96999,-90.05138,Entire home/apt,140,3,51,2023-11-20,1.89,1,111,22,"21-CSTR-09651, 20-OSTR-20495"
48167970,Home in New Orleans · ★4.94 · 3 bedrooms · 4 beds · 1.5 baths,100934055,Marc,,Marigny,29.9659,-90.0579,Entire home/apt,164,2,172,2023-11-25,5.23,2,0,48,"22-RSTR-00679, 22-OSTR-00681"
48177913,Home in New Orleans · ★4.92 · 4 bedrooms · 7 beds · 1 bath,4761426,D And S,,Tulane - Gravier,29.96509,-90.08128,Entire home/apt,130,2,222,2023-12-03,6.59,1,0,81,"22-CSTR-11996, 20-OSTR-20910"
48181306,Home in New Orleans · ★4.84 · 4 bedrooms · 6 beds · 4.5 baths,167921411,Rochelle,,Mid-City,29.9622,-90.09086,Entire home/apt,267,3,43,2023-11-05,1.32,35,353,11,"22-CSTR-13802, 20-OSTR-00613"
48182223,Home in New Orleans · ★4.83 · 3 bedrooms · 7 beds · 2.5 baths,167921411,Rochelle,,Mid-City,29.96334,-90.09611,Entire home/apt,180,3,63,2023-12-03,1.92,35,341,25,"22-CSTR-21152, 19-OSTR-26238"
48182882,Home in New Orleans · 1 bedroom · 1 bed · 1 shared bath,49452897,Lisa,,Leonidas,29.96064,-90.12251,Shared room,40,90,0,,,24,0,0,
48182949,Home in New Orleans · ★4.75 · 3 bedrooms · 7 beds · 2.5 baths,167921411,Rochelle,,Mid-City,29.9634,-90.0981,Entire home/apt,204,3,48,2023-12-03,1.54,35,338,16,"22-CSTR-21155, 20OSTR-26238"
48186083,Townhouse in New Orleans · 1 bedroom · 2 beds · 2.5 baths,746184,Carrie,,West End,30.02613,-90.11912,Entire home/apt,116,30,0,,,2,125,0,
48186582,Condo in New Orleans · ★4.88 · 1 bedroom · 2 beds · 1 bath,344801075,Richard,,Touro,29.92663,-90.09087,Entire home/apt,68,30,8,2023-05-11,0.26,1,44,2,
48192001,Home in New Orleans · ★4.75 · 3 bedrooms · 6 beds · 2 baths,167921411,Rochelle,,Mid-City,29.96671,-90.1023,Entire home/apt,167,3,68,2023-10-16,2.08,35,332,15,"22-CSTR-00575, 19OSTR-26238"
48192871,Home in New Orleans · ★4.86 · 5 bedrooms · 7 beds · 3 baths,167921411,Rochelle,,Mid-City,29.96184,-90.09576,Entire home/apt,286,3,43,2023-11-24,1.43,35,0,16,"20-CSTR-28148, 19OSTR-26238"
48199026,Serviced apartment in New Orleans · Studio · 2 beds · 1 bath,358932514,Tom,,Central City,29.93611,-90.08069,Entire home/apt,286,30,0,,,2,151,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
48199236,Serviced apartment in New Orleans · Studio · 2 beds · 1 bath,358932514,Tom,,Lower Garden District,29.93373,-90.07946,Entire home/apt,286,30,0,,,2,151,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
48200009,Rental unit in New Orleans · 1 bedroom · 2 beds · 1 shared bath,49452897,Lisa,,Leonidas,29.95813,-90.13038,Shared room,70,30,0,,,24,365,0,
48209193,Rental unit in New Orleans · ★5.0 · 1 bedroom · 2 beds · 1 bath,1502676,Aaron,,French Quarter,29.96451,-90.06288,Entire home/apt,166,59,8,2023-03-10,0.25,2,269,1,
48211631,Bed and breakfast in New Orleans · ★4.75 · 9 bedrooms · 12 beds · 8.5 shared baths,376995864,EsplanadeMansion,,Treme - Lafitte,29.96659,-90.065,Private room,1642,1,4,2023-10-08,0.26,9,278,2,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
48215335,Rental unit in New Orleans · ★4.70 · 2 bedrooms · 2 beds · 1 bath,11372242,Thiamanti,,Lower Garden District,29.9351,-90.07501,Entire home/apt,130,2,46,2023-11-20,1.41,44,20,15,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
48227204,Home in New Orleans · ★4.98 · 2 bedrooms · 3 beds · 1 bath,389102150,Gregory,,St. Roch,29.972033,-90.05262,Entire home/apt,107,3,101,2023-11-24,3.22,1,143,53,"22-RSTR-16044, 22-OSTR-17314"
48240779,Home in New Orleans · ★5.0 · 4 bedrooms · 5 beds · 2.5 baths,384163501,Fleur ⅆⅇ Lit,,Seventh Ward,29.97196,-90.06274,Entire home/apt,244,2,22,2023-10-22,0.67,3,12,1,"22-RSTR-04647, 22-OSTR-04629"
48241912,Guest suite in New Orleans · 1 bedroom · 1 bed · 1 bath,384163501,Fleur ⅆⅇ Lit,,Seventh Ward,29.97193,-90.06283,Entire home/apt,100,30,0,,,3,0,0,"22-RSTR-04626, 22-OSTR-04629"
48243093,Condo in New Orleans · ★4.60 · 2 bedrooms · 4 beds · 2.5 baths,389248415,Edris,,Tall Timbers - Brechtel,29.89998,-89.99465,Entire home/apt,97,2,52,2023-11-26,2.22,1,240,23,"22-RSTR-12601, 22-OSTR-11639"
48282456,Home in New Orleans · 3 bedrooms · 9 beds · 2 baths,51221072,Marlin,,Milneburg,30.02663,-90.04947,Entire home/apt,450,30,0,,,1,364,0,
48287207,Home in New Orleans · ★4.85 · 2 bedrooms · 2 beds · 1 bath,12638573,Bradley,,Audubon,29.93593,-90.11277,Entire home/apt,245,3,13,2023-10-08,0.70,2,135,5,"21-RSTR-03269, 21-OSTR-01608"
48292917,Home in New Orleans · ★5.0 · 5 bedrooms · 5 beds · 2 baths,4871580,Matthew,,Central City,29.93882,-90.07423,Entire home/apt,490,3,44,2023-10-23,1.43,2,332,14,"22-CSTR-02244, 22-OSTR-07479"
48301816,Home in New Orleans · 1 bedroom · 1 bed · 1 shared bath,49452897,Lisa,,Leonidas,29.95816,-90.12886,Shared room,33,30,1,2022-04-19,0.05,24,365,0,
48327469,Home in New Orleans · ★4.83 · 5 bedrooms · 5 beds · 3 baths,40141271,Sydney,,Treme - Lafitte,29.96764,-90.08253,Entire home/apt,249,3,83,2023-11-12,2.52,1,0,27,"22-CSTR-08640, 22-OSTR-22814"
48328885,Boutique hotel in New Orleans · ★4.44 · 1 bedroom · 1 bed · 1 private bath,342206187,Magnolia Hotel,,Central Business District,29.9513,-90.06757,Private room,120,1,32,2023-08-26,0.97,13,103,5,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
48329353,Home in New Orleans · ★4.77 · 6 bedrooms · 10 beds · 3 baths,319011975,David,,Central City,29.94122,-90.07479,Entire home/apt,439,1,75,2023-11-19,2.32,4,281,36,"22-CSTR-04113, 22-OSTR-20810"
48329654,Condo in New Orleans · ★4.72 · 4 bedrooms · 6 beds · 2 baths,314495800,Patrick,,Central Business District,29.95078,-90.06639,Entire home/apt,473,1,78,2023-11-16,2.42,3,0,29,"22-CSTR-20957, 22-OSTR-20810"
48331457,Home in New Orleans · ★4.75 · 10 bedrooms · 13 beds · 10.5 baths,112910785,Marigny,,Marigny,29.96731,-90.06203,Entire home/apt,711,3,52,2023-09-17,1.65,76,226,21,"21-CSTR-02597, 21-ostr-00047"
48364679,Home in New Orleans · ★4.86 · 2 bedrooms · 3 beds · 1 bath,234627285,Eric,,Treme - Lafitte,29.96717,-90.07497,Entire home/apt,128,2,14,2023-10-23,0.47,2,50,6,"19-RSTR-70326, 19-OSTR-70325"
48371126,Home in New Orleans · ★4.80 · 2 bedrooms · 3 beds · 1 bath,383432052,Dana,,Treme - Lafitte,29.96876,-90.08127,Entire home/apt,139,30,44,2023-03-13,1.33,2,75,4,"17STR-10000, 17-OSTR-0001"
48378871,Home in New Orleans · ★4.78 · 5 bedrooms · 6 beds · 5.5 baths,101652405,Russell,,Treme - Lafitte,29.96761,-90.06985,Entire home/apt,1157,1,36,2023-06-15,1.11,19,187,5,"23rstr-12345, 23ostr-12345"
48394954,Home in New Orleans · ★4.94 · 3 bedrooms · 3 beds · 2 baths,20732873,Whitley,,Mid-City,29.97149,-90.10056,Entire home/apt,83,3,228,2023-11-19,7.15,1,0,88,"21-RSTR-03037, 22-OSTR-07191"
48397809,Bed and breakfast in New Orleans · ★4.95 · 1 bedroom · 1 bed · 1.5 baths,2707644,Lindsay,,Mid-City,29.96961,-90.10507,Private room,75,30,39,2023-05-12,1.17,14,0,6,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
48401435,Rental unit in New Orleans · ★4.94 · 2 bedrooms · 2 beds · 2 baths,1905482,Steven,,Treme - Lafitte,29.97109,-90.07166,Entire home/apt,206,2,18,2023-10-17,0.83,2,86,4,"20-RSTR-33338, 21-OSTR-05715"
48404008,Rental unit in New Orleans · ★4.56 · 1 bedroom · 1 bed · 1 bath,374704411,Frontdesk,,Central Business District,29.952047,-90.0716173,Entire home/apt,97,1,78,2023-11-27,2.55,25,0,34,"21CSTR-07947, 21OSTR-07910"
48404214,Home in New Orleans · 1 bedroom · 1 bed · 1 shared bath,49452897,Lisa,,Leonidas,29.95636,-90.13012,Shared room,35,30,1,2021-05-06,0.03,24,365,0,
48404288,Rental unit in New Orleans · ★4.78 · 1 bedroom · 1 bed · 1 bath,374704411,Frontdesk,,Central Business District,29.952047,-90.0716173,Entire home/apt,94,1,186,2023-11-29,6.47,25,298,59,"21CSTR-07948, 21OSTR-07910"
48404334,Rental unit in New Orleans · ★4.78 · 1 bedroom · 1 bed · 1 bath,374704411,Frontdesk,,Central Business District,29.952047,-90.0716173,Entire home/apt,93,1,169,2023-11-24,5.52,25,298,65,"21CSTR-07949, 21OSTR-07910"
48414620,Rental unit in New Orleans · ★4.71 · 1 bedroom · 1 bed · 1 bath,374704411,Frontdesk,,Central Business District,29.952047,-90.0716173,Entire home/apt,97,1,113,2023-11-24,3.79,25,0,43,"21CSTR-07937, 21OSTR-07910"
48419736,Rental unit in New Orleans · ★4.89 · 1 bedroom · 1 bed · 1 bath,6380869,Brigitte,,Leonidas,29.94777,-90.13474,Entire home/apt,85,2,215,2023-12-01,6.52,2,164,68,"22-CSTR-15640, 22OSTR-10741"
48420249,Rental unit in New Orleans · ★4.71 · 1 bedroom · 1 bed · 1 bath,374704411,Frontdesk,,Central Business District,29.952047,-90.0716173,Entire home/apt,94,1,146,2023-11-19,4.92,25,301,55,"21CSTR-07930, 21OSTR-07910"
48420526,Rental unit in New Orleans · ★4.76 · 2 bedrooms · 2 beds · 2 baths,374704411,Frontdesk,,Central Business District,29.952047,-90.0716173,Entire home/apt,194,1,186,2023-11-13,6.08,25,0,56,"21CSTR-07928, 21OSTR-07910"
48427456,Rental unit in New Orleans · ★4.71 · 1 bedroom · 1 bed · 1 bath,374704411,Frontdesk,,Central Business District,29.952047,-90.0716173,Entire home/apt,93,1,140,2023-11-24,4.61,25,0,42,"21CSTR-07927, 21OSTR-07910"
48427597,Rental unit in New Orleans · ★4.70 · 2 bedrooms · 2 beds · 2 baths,374704411,Frontdesk,,Central Business District,29.952047,-90.0716173,Entire home/apt,197,1,178,2023-11-22,5.83,25,0,45,"21CSTR-07924, 21OSTR-07910"
48428266,Rental unit in New Orleans · ★4.52 · 1 bedroom · 1 bed · 1 bath,374704411,Frontdesk,,Central Business District,29.952047,-90.0716173,Entire home/apt,90,1,116,2023-11-26,3.82,25,338,44,"21CSTR-08133, 21OSTR-07910"
48428414,Rental unit in New Orleans · ★4.76 · 1 bedroom · 1 bed · 1 bath,374704411,Frontdesk,,Central Business District,29.952047,-90.0716173,Entire home/apt,90,1,89,2023-11-20,2.95,25,350,26,"21CSTR-08178, 21OSTR-07910"
48428542,Rental unit in New Orleans · ★4.61 · 1 bedroom · 1 bed · 1 bath,374704411,Frontdesk,,Central Business District,29.952047,-90.0716173,Entire home/apt,97,1,115,2023-11-26,3.81,25,311,45,"21CSTR-08177, 21OSTR-07910"
48428581,Rental unit in New Orleans · ★4.70 · Studio · 2 beds · 1 bath,454425442,Adam,,Central Business District,29.950762,-90.067352,Entire home/apt,92,2,159,2023-11-26,4.76,30,234,58,"21-CSTR-09896, 21-OSTR-17158"
48428671,Rental unit in New Orleans · ★4.64 · 1 bedroom · 1 bed · 1 bath,374704411,Frontdesk,,Central Business District,29.952047,-90.0716173,Entire home/apt,90,1,88,2023-11-24,2.89,25,339,27,"21CSTR-08183, 21OSTR-07910"
48428770,Rental unit in New Orleans · ★4.65 · 1 bedroom · 1 bed · 1 bath,374704411,Frontdesk,,Central Business District,29.952047,-90.0716173,Entire home/apt,97,1,95,2023-11-19,3.13,25,335,25,"21CSTR-08187, 21OSTR-07910"
48429235,Rental unit in New Orleans · ★4.91 · Studio · 3 beds · 1 bath,454425442,Adam,,Central Business District,29.95104,-90.06826,Entire home/apt,106,2,236,2023-11-29,7.07,30,239,72,"21-CSTR-09904, 21-OSTR-17158"
48429573,Rental unit in New Orleans · ★4.90 · Studio · 2 beds · 1 bath,454425442,Adam,,Central Business District,29.94974,-90.06626,Entire home/apt,107,2,158,2023-11-15,4.74,30,220,50,"21-CSTR-09921, 21-OSTR-17158"
48429806,Rental unit in New Orleans · ★4.87 · 1 bedroom · 2 beds · 1 bath,454425442,Adam,,Central Business District,29.95012,-90.06642,Entire home/apt,85,2,186,2023-10-27,5.56,30,212,62,"21-CSTR-09922, 21-OSTR-17158"
48429939,Rental unit in New Orleans · ★4.81 · 1 bedroom · 2 beds · 1 bath,454425442,Adam,,Central Business District,29.95124,-90.06855,Entire home/apt,111,2,211,2023-11-17,6.30,30,0,64,"21-CSTR-10251, 21-OSTR-17158"
48437768,Home in New Orleans · ★4.98 · 6 bedrooms · 9 beds · 4 baths,252023114,Keith,,Treme - Lafitte,29.96546,-90.06578,Entire home/apt,1221,3,42,2023-10-08,1.31,2,0,20,"20STR-23819, 20OSTR-23819"
48440560,Townhouse in New Orleans · ★4.71 · 5 bedrooms · 5 beds · 2 baths,167418116,Yogi,,Milan,29.9349,-90.10041,Entire home/apt,500,30,24,2023-05-21,0.77,5,324,7,"20STR-23419, 20OSTR-23419"
48441172,Bed and breakfast in New Orleans · ★4.97 · 1 bedroom · 1 bed · 1.5 baths,2707644,Lindsay,,Mid-City,29.97147,-90.10472,Private room,84,30,58,2023-05-12,1.73,14,1,13,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
48447319,Rental unit in New Orleans · ★4.76 · 1 bedroom · 2 beds · 1 bath,454425442,Adam,,Central Business District,29.95124,-90.06845,Entire home/apt,93,2,179,2023-11-29,5.35,30,0,57,"21-CSTR-09910, 21-OSTR-17158"
48447490,Rental unit in New Orleans · ★4.86 · Studio · 2 beds · 1 bath,454425442,Adam,,Central Business District,29.95051,-90.06618,Entire home/apt,106,2,233,2023-11-22,6.97,30,228,75,"21-CSTR-09912, 21-OSTR-17158"
48450274,Home in New Orleans · ★4.75 · 3 bedrooms · 3 beds · 1 bath,331831738,Jeff,,Mid-City,29.96391,-90.09558,Entire home/apt,104,2,152,2023-11-26,4.69,3,79,56,"22-CSTR-14909, 22-OSTR-08383"
48451914,Home in New Orleans · 4 bedrooms · 6 beds · 2 baths,123771707,Christine,,Uptown,29.92267,-90.10866,Entire home/apt,200,30,2,2022-12-31,0.10,1,248,1,
48467674,Home in New Orleans · ★4.77 · 3 bedrooms · 4 beds · 1 bath,83329996,Jessie,,Broadmoor,29.94294,-90.10448,Entire home/apt,132,2,26,2023-09-10,0.79,22,338,6,"20-RSTR-00749, 20-OSTR-00747"
48470780,Rental unit in New Orleans · ★4.73 · 1 bedroom · 1 bed · 1 bath,374704411,Frontdesk,,Central Business District,29.95314,-90.07098,Entire home/apt,100,1,205,2023-12-01,6.69,25,272,71,"21CSTR-08198, 21OSTR-07910"
48475765,Condo in New Orleans · 1 bedroom · 2 beds · 1 bath,266065811,Leavetown,,Central Business District,29.95213,-90.06999,Entire home/apt,211,1,0,,,5,339,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
48475781,Condo in New Orleans · 1 bedroom · 2 beds · 1 bath,266065811,Leavetown,,Central Business District,29.95377,-90.07166,Entire home/apt,139,1,0,,,5,328,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
48475782,Condo in New Orleans · ★5.0 · 2 bedrooms · 3 beds · 2 baths,266065811,Leavetown,,Central Business District,29.9524,-90.07011,Entire home/apt,249,1,7,2023-11-12,0.36,5,276,5,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
48475827,Condo in New Orleans · ★4.67 · 2 bedrooms · 3 beds · 2 baths,266065811,Leavetown,,Central Business District,29.95385,-90.07198,Entire home/apt,179,1,3,2023-05-03,0.15,5,239,2,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
48480342,Rental unit in New Orleans · ★4.74 · 1 bedroom · 1 bed · 1 bath,374704411,Frontdesk,,Central Business District,29.952047,-90.0716173,Entire home/apt,95,1,178,2023-11-20,5.81,25,301,53,"21CSTR-08208, 21OSTR-07910"
48486280,Condo in New Orleans · ★4.87 · 2 bedrooms · 2 beds · 1 bath,8118306,Eric,,Treme - Lafitte,29.96475,-90.06718,Entire home/apt,188,30,71,2023-11-06,2.30,12,345,24,"21STR-56789, 21OSTR-56789"
48505402,Hostel in New Orleans · ★4.86 · Studio · 1 bed · 1 private bath,126584980,The Quisby,,Central City,29.94021,-90.07542,Private room,80,1,56,2023-11-07,1.70,7,57,43,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
48511813,Townhouse in New Orleans · 2 bedrooms · 4 beds · 1 shared bath,364804502,Jarone,,Irish Channel,29.92072,-90.08375,Private room,225,365,0,,,1,365,0,
48521011,Rental unit in New Orleans · ★4.73 · 1 bedroom · 1 bed · 1 bath,374704411,Frontdesk,,Central Business District,29.952047,-90.0716173,Entire home/apt,93,1,137,2023-11-29,4.47,25,344,30,"21CSTR-08213, 21OSTR-07910"
48521831,Rental unit in New Orleans · ★4.66 · 1 bedroom · 1 bed · 1 bath,374704411,Frontdesk,,Central Business District,29.952047,-90.0716173,Entire home/apt,97,1,93,2023-12-01,3.19,25,316,25,"21CSTR-08190, 21OSTR-07910"
48522665,Rental unit in New Orleans · ★4.86 · 3 bedrooms · 3 beds · 2 baths,4951914,Thom,,Bywater,29.96759,-90.04987,Entire home/apt,146,30,7,2023-11-09,0.42,4,83,5,
48564923,Home in New Orleans · ★4.70 · 1 bedroom · 1 bed · 1 bath,64823547,Brenna And Nick,,St. Roch,29.97151,-90.04977,Entire home/apt,66,1,179,2023-11-28,5.41,67,287,44,"22-CSTR-18339, 22-OSTR-14846"
48566154,Home in New Orleans · ★4.63 · 2 bedrooms · 2 beds · 1 bath,64823547,Brenna And Nick,,St. Roch,29.9715,-90.0498,Entire home/apt,79,1,120,2023-10-30,3.63,67,0,26,"22-CSTR-18334, 22-OSTR-14846"
48588962,Rental unit in New Orleans · ★4.93 · 3 bedrooms · 3 beds · 2 baths,391944923,Frenchmen,,Marigny,29.96161,-90.05691,Entire home/apt,271,3,113,2023-11-29,3.46,5,242,41,"19STR-19250, 20-OSTR-20476"
48589169,Home in New Orleans · ★4.60 · 3 bedrooms · 5 beds · 2 baths,167921411,Rochelle,,Mid-City,29.96816,-90.10099,Entire home/apt,175,3,91,2023-12-03,2.74,35,327,25,"22CSTR-00574, 19OSTR-26238"
48590279,Home in New Orleans · 1 bedroom · 1 bed · 1 bath,26332235,Wendy,,Mcdonogh,29.94631,-90.0524,Entire home/apt,125,2,0,,,1,0,0,"21-RSTR-03036, 21-OSTR-06424"
48699459,Rental unit in New Orleans · ★4.79 · 1 bedroom · 1 bed · 1 bath,391944923,Frenchmen,,Marigny,29.96345,-90.05666,Entire home/apt,110,3,112,2023-11-25,3.43,5,0,34,"19STR-19249, 20-OSTR-20476"
48699460,Rental unit in New Orleans · ★4.89 · 1 bedroom · 1 bed · 1 bath,391944923,Frenchmen,,Marigny,29.96173,-90.05739,Entire home/apt,145,3,152,2023-11-29,4.65,5,231,48,"19STR-19247, 20-OSTR-20476"
48699461,Rental unit in New Orleans · ★4.82 · 1 bedroom · 1 bed · 1 bath,391944923,Frenchmen,,Marigny,29.9636,-90.05718,Entire home/apt,110,3,130,2023-11-19,3.98,5,258,36,"19STR-19245, 20-OSTR-20476"
48699462,Rental unit in New Orleans · ★4.91 · 1 bedroom · 1 bed · 1 bath,391944923,Frenchmen,,Marigny,29.96257,-90.05657,Entire home/apt,145,3,145,2023-11-30,4.44,5,251,54,"19STR-19244, 20-OSTR-20476"
48712075,Rental unit in New Orleans · ★4.63 · 1 bedroom · 1 bed · 1 bath,26642486,Jose,,Seventh Ward,29.967927932739258,-90.06234741210938,Entire home/apt,71,2,99,2023-11-19,3.02,16,262,38,"20STR-02666, 20OSTR-22542"
48719427,Townhouse in New Orleans · 3 bedrooms · 4 beds · 2 baths,311877208,Sam,,Mid-City,29.96463,-90.09595,Entire home/apt,104,1,0,,,2,120,0,"19STR-25398, 20-OSTR-19980"
48742539,Home in New Orleans · ★4.92 · 3 bedrooms · 3 beds · 1 bath,373042041,RedAwning,,Bywater,29.9625,-90.044601,Entire home/apt,113,1,37,2023-11-26,1.16,1,314,17,"19STR-23484, 21-OSTR-04164"
48759038,Rental unit in New Orleans · ★4.77 · 3 bedrooms · 5 beds · 3 baths,101889685,Staycation,,Central Business District,29.95306,-90.07125,Entire home/apt,166,2,188,2023-11-26,5.80,2,83,62,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
48787937,Rental unit in New Orleans · ★4.88 · 1 bedroom · 1 bed · 1 bath,20628188,Hilary,,Lower Garden District,29.93546,-90.07259,Entire home/apt,60,30,8,2023-02-28,0.26,2,0,2,
48789945,Home in New Orleans · 1 bedroom · 2 beds · 1 shared bath,49452897,Lisa,,Leonidas,29.95543,-90.13029,Shared room,35,30,0,,,24,365,0,
48803319,Home in New Orleans · ★4.38 · 3 bedrooms · 3 beds · 1.5 baths,393696669,Christopher,,Fairgrounds,29.98604,-90.07066,Entire home/apt,100,1,13,2021-09-04,0.40,1,0,0,"20STR-06914, 20-OSTR-65965"
48841841,Condo in New Orleans · 1 bedroom · 1 bed · 1 bath,28252451,Jessica,,Central Business District,29.95608,-90.07319,Entire home/apt,232,2,1,2022-03-03,0.05,2,143,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
48849485,Home in New Orleans · ★4.95 · 3 bedrooms · 6 beds · 2 baths,66925019,Bianka,,Central City,29.9405,-90.08575,Entire home/apt,245,30,19,2023-10-29,0.62,11,89,4,"20-RSTR-01463, 19-OSTR-70364"
48856280,Home in New Orleans · ★4.94 · 4 bedrooms · 4 beds · 3 baths,209234546,Seth,,Bayou St. John,29.9708,-90.08551,Entire home/apt,240,3,62,2023-11-26,1.92,1,170,18,"23-RSTR-01023, 21-OSTR-03993"
48862336,Rental unit in New Orleans · ★2.67 · 2 bedrooms · 3 beds · 1 bath,9288450,Muse,,French Quarter,29.95422,-90.06693,Entire home/apt,99,30,3,2023-03-26,0.16,16,181,1,
48862827,Home in New Orleans · ★4.54 · 3 bedrooms · 4 beds · 1 bath,391526697,Samer,,Tulane - Gravier,29.95829,-90.08522,Entire home/apt,1000,2,13,2021-08-02,0.41,1,89,0,"18STR-09456, 18-OSTR-09456"
48865466,Home in New Orleans · ★5.0 · Studio · 1 bed · 1 bath,14265141,Joseph,,Leonidas,29.9512,-90.13456,Entire home/apt,67,30,4,2022-07-09,0.13,3,180,0,
48922501,Home in New Orleans · 1 bedroom · 1 bed · 1 shared bath,49452897,Lisa,,Leonidas,29.9583,-90.12909,Private room,95,30,0,,,24,365,0,
48951660,Home in New Orleans · 2 bedrooms · 2 beds · 2 baths,77756464,Michael,,Touro,29.92305,-90.10001,Entire home/apt,300,30,0,,,1,362,0,
48955171,Guesthouse in New Orleans · ★4.50 · Studio · 1 bed · 1 private bath,375636740,Eric,,Lakeshore - Lake Vista,30.02222,-90.09382,Private room,39,31,6,2023-03-26,0.20,3,55,2,
48974887,Rental unit in New Orleans · ★4.71 · 1 bedroom · 1 bed · 1 bath,108164372,Thomas,,City Park,29.97906,-90.09159,Entire home/apt,99,3,35,2023-07-05,1.13,3,256,7,"22-RSTR-14126, 22-OSTR-14122"
48982227,Home in New Orleans · ★4.90 · 4 bedrooms · 5 beds · 2 baths,66925019,Bianka,,Central City,29.93881,-90.08452,Entire home/apt,186,30,21,2023-04-14,0.66,11,80,1,"20-RSTR-01462, 19-OSTR-70364"
49002892,Home in New Orleans · ★4.80 · 2 bedrooms · 4 beds · 1 bath,258333694,Randi,,St. Roch,29.98075,-90.05339,Entire home/apt,65,30,5,2023-09-23,0.19,1,363,2,
49030792,Home in New Orleans · ★5.0 · 1 bedroom · 1 bed · 1 private bath,13827666,James,,St. Roch,29.97275,-90.05153,Private room,65,2,18,2023-11-26,1.35,4,137,16,"20-RSTR-33510, 20-OSTR-33509"
49032072,Rental unit in New Orleans · ★4.75 · Studio · 1 bed · 1 bath,454425442,Adam,,Mid-City,29.96953,-90.10399,Entire home/apt,59,2,84,2023-06-04,2.84,30,0,9,"20-CSTR-21148, 21-OSTR-17158"
49057184,Rental unit in New Orleans · ★4.77 · 3 bedrooms · 4 beds · 1 bath,454425442,Adam,,Mid-City,29.97045135498047,-90.10554504394531,Entire home/apt,65,2,64,2023-11-29,1.98,30,231,14,"22-CSTR-21045, 22-OSTR-21149"
